"Title","Authors","Average_Rating","Ratings_Count","Language_Code","Num_Pages","Publication_Date","Publisher","Categories","Text_Reviews_Count","Theme"
"Collected Stories","Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein",4.19,6375,"eng",352,2008,"Harper Perennial Modern Classics","Fiction",179,"Fiction"
"E=mc²: A Biography of the World's Most Famous Equation","David Bodanis",4.09,6368,"eng",337,2000,"Berkley Trade","Science",321,"Technology, Science & Animals"
"The Enchanted Castle","E. Nesbit/H.R. Millar",3.85,6352,"eng",291,1994,"Puffin","Juvenile Fiction",397,"Young Adult and Children Fiction"
"King Dork (King Dork  #1)","Frank Portman",3.56,6352,"eng",344,2006,"Delacorte Press","Juvenile Fiction",861,"Young Adult and Children Fiction"
"Dead Babies","Martin Amis",3.32,6348,"eng",206,1991,"Vintage","Fiction",162,"Fiction"
"All Through the Night","Mary Higgins Clark",3.7,6332,"en-US",256,1999,"Pocket Books","Fiction",224,"Fiction"
"Rocket Ship Galileo (Heinlein's Juveniles  #1)","Robert A. Heinlein",3.71,6329,"eng",211,2004,"Ace","Fiction",145,"Fiction"
"The Moscow Vector (Covert-One  #6)","Patrick Larkin/Robert Ludlum",3.98,6321,"eng",464,2006,"St. Martin's Paperbacks","Fiction",80,"Fiction"
"The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1)","Hiawyn Oram/C.S. Lewis/Tudor Humphries",4.25,6307,"eng",48,2004,"HarperCollins","Juvenile Fiction",64,"Young Adult and Children Fiction"
"The Inhuman Condition (Books of Blood  #4)","Clive Barker",3.96,6294,"eng",180,2001,"Pocket Books","Fiction",111,"Fiction"
"Dirt (Stone Barrington  #2)","Stuart Woods",3.89,6279,"en-US",448,1997,"HarperTorch","Fiction",274,"Fiction"
"The Pilgrim's Regress","C.S. Lewis/Michael Hague",3.88,6276,"eng",219,1992,"William B. Eerdmans Publishing Company","Religion",362,"Religious & Spiritual"
"The Pigeon","Patrick Süskind",3.68,6254,"eng",77,1989,"Penguin","Pigeons",423,"Technology, Science & Animals"
"The Drifters","James A. Michener",4.04,6253,"eng",768,1986,"Fawcett Books","Fiction",353,"Fiction"
"Exit Strategy (Nadia Stafford #1)","Kelley Armstrong",3.89,6236,"eng",480,2007,"Bantam","Fiction",369,"Fiction"
"Treason","Orson Scott Card",3.9,6234,"eng",288,2006,"Orb Books","Fiction",337,"Fiction"
"A Woman in Berlin: Eight Weeks in the Conquered City: A Diary","Anonymous/Philip Boehm/Hans Magnus Enzensberger",4.33,6232,"eng",261,2006,"Picador","Biography & Autobiography",713,"Biography & Autobiography"
"Tolkien and the Great War: The Threshold of Middle-earth","John Garth",3.71,6230,"en-US",398,2005,"Mariner Books","Biography & Autobiography",109,"Biography & Autobiography"
"The Gift of Asher Lev","Chaim Potok",4.16,6224,"eng",384,1997,"Ballantine Books","Fiction",339,"Fiction"
"Caucasia","Danzy Senna",4.03,6206,"eng",413,1999,"Riverhead Books","Fiction",599,"Fiction"
"Mindstar Rising (Greg Mandel  #1)","Peter F. Hamilton",3.92,6192,"en-US",432,1997,"Tor Books","Fiction",171,"Fiction"
"The Big Rock Candy Mountain","Wallace Stegner",4.15,6187,"eng",563,1991,"Penguin","Fiction",669,"Fiction"
"Baltasar and Blimunda","José Saramago/Giovanni Pontiero",3.92,6184,"eng",346,1998,"Mariner Books","Fiction",284,"Fiction"
"The Footprints of God","Greg Iles",3.77,6179,"eng",528,2004,"Pocket Star Books","Fiction",516,"Fiction"
"How to Be Lost","Amanda Eyre Ward",3.54,6176,"en-US",290,2005,"Ballantine Books","Fiction",675,"Fiction"
"Something Happened","Joseph Heller",3.52,6166,"eng",576,1997,"Simon  Schuster","Fiction",399,"Fiction"
"The Road to Reality: A Complete Guide to the Laws of the Universe","Roger Penrose",4.11,6164,"eng",1099,2007,"Vintage","Science",142,"Technology, Science & Animals"
"The Passion of Jesus Christ","John Piper",4.23,6164,"eng",127,2004,"Crossway Books","Religion",136,"Religious & Spiritual"
"The Navigator (NUMA Files  #7)","Clive Cussler/Paul Kemprecos",3.94,6152,"en-US",437,2007,"Putnam Publishing Group","Fiction",248,"Fiction"
"The Dosadi Experiment (ConSentiency Universe  #2)","Frank Herbert",3.81,6146,"eng",320,2002,"Tor Books","Fiction",150,"Fiction"
"The Au Pairs (The Au Pairs #1)","Melissa de la Cruz",3.65,6140,"eng",294,2005,"Simon & Schuster Books for Young Readers","Juvenile Fiction",244,"Young Adult and Children Fiction"
"Texas! Sage (Texas! Tyler Family Saga  #3)","Sandra Brown",4.02,6114,"eng",352,1992,"Bantam","Fiction",195,"Fiction"
"Rosa","Nikki Giovanni/Bryan Collier",4.35,6097,"en-US",40,2005,"Henry Holt and Co. (BYR)","Juvenile Nonfiction",635,"Young Adult and Children Fiction"
"One L: The Turbulent True Story of a First Year at Harvard Law School","Scott Turow",3.67,6093,"eng",288,1997,"Warner Books (NY)","Law",447,"Education, Business & Economics"
"Four Plays: The Clouds/The Birds/Lysistrata/The Frogs","Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker",4.06,6086,"eng",624,1984,"Plume","Drama",79,"Arts & Culture"
"Judy Moody Saves the World! (Judy Moody #3)","Megan McDonald/Peter H. Reynolds",4.03,6077,"eng",160,2004,"Candlewick Press","Juvenile Fiction",254,"Young Adult and Children Fiction"
"Shadowplay (Shadowmarch  #2)","Tad Williams",3.9,6061,"eng",656,2007,"Daw Books","Fiction",174,"Fiction"
"Good Poems","Garrison Keillor",4.18,6060,"eng",476,2003,"Penguin Books","Poetry",389,"International Literature & Poetry"
"Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times","George Crile",4.01,6049,"eng",560,2004,"Grove Press","History",648,"History & Historical Fiction"
"Charade","Sandra Brown",3.94,6044,"en-US",496,1995,"Hachette Books","Fiction",250,"Fiction"
"Zombie","Joyce Carol Oates",3.34,6028,"eng",181,1996,"Plume","Fiction",821,"Fiction"
"The Moonspinners","Mary  Stewart",4.03,6019,"eng",400,2003,"HarperTorch","Fiction",397,"Fiction"
"Clown Girl","Monica Drake/Chuck Palahniuk",3.39,6015,"eng",297,2007,"Hawthorne Books","Fiction",327,"Fiction"
"Out of this World","J.D. Robb/Laurell K. Hamilton/Susan Krinard/Maggie Shayne",4.07,6006,"eng",357,2001,"Jove Books","Fiction",111,"Fiction"
"Caesar (Masters of Rome  #5)","Colleen McCullough",4.37,5991,"eng",928,2003,"Avon","Fiction",120,"Fiction"
"My Antonia (Great Plains trilogy #3)","Willa Cather/Alyssa  Harad",3.79,5985,"eng",314,2009,"Pocket Books","Fiction",507,"Fiction"
"Generation of Swine: Tales of Shame and Degradation in the '80's","Hunter S. Thompson",3.78,5980,"eng",336,2003,"Simon  Schuster","Biography & Autobiography",171,"Biography & Autobiography"
"Son of the Mob (Son of the Mob  #1)","Gordon Korman",3.72,5977,"eng",262,2004,"Little  Brown Books for Young Readers","Juvenile Fiction",620,"Young Adult and Children Fiction"
"Sketches from a Hunter's Album","Ivan Turgenev/Richard Freeborn",3.93,5967,"eng",403,1990,"Penguin Classics","Fiction",109,"Fiction"
"Saint Joan","George Bernard Shaw/Dan H. Laurence/Imogen Stubbs",3.8,5966,"eng",160,2001,"Penguin Classics","Drama",211,"Arts & Culture"
"Kiss Kiss","Roald Dahl",4.1,5961,"eng",231,1987,"Penguin Books","Fiction",347,"Fiction"
"The Camera (Ansel Adams Photography  #1)","Ansel Adams/Robert Hardy Baker",4.16,5961,"eng",195,1995,"Little  Brown and Company","Photography",65,"Arts & Culture"
"Dark Watch (Oregon Files  #3)","Clive Cussler/Jack Du Brul",4.1,5956,"eng",357,2005,"Berkley","Fiction",185,"Fiction"
"The Lovely Bones","Alice Sebold",3.81,5945,"en-US",328,2004,"Back Bay Books","Fiction",735,"Fiction"
"The Tristan Betrayal","Robert Ludlum",3.84,5942,"eng",505,2004,"St. Martin's Paperbacks","Fiction",150,"Fiction"
"Lady of Quality","Georgette Heyer",3.88,5927,"eng",267,2005,"Arrow","Fiction",458,"Fiction"
"Bleach  Volume 19","Tite Kubo",4.36,5922,"eng",216,2007,"VIZ Media LLC","Comics & Graphic Novels",81,"Other"
"The Sot-Weed Factor","John Barth",4.09,5911,"eng",756,2005,"Atlantic Books (UK)","English",257,"Education, Business & Economics"
"The Dying Animal","Philip Roth",3.63,5910,"eng",156,2002,"Vintage","College teachers",437,"Education, Business & Economics"
"River Out of Eden: A Darwinian View of Life","Richard Dawkins/Lalla Ward",3.98,5891,"en-US",172,1996,"HarperCollinsPublishers","Science",192,"Technology, Science & Animals"
"The Dew Breaker","Edwidge Danticat",3.8,5891,"eng",244,2005,"Vintage","Fiction",584,"Fiction"
"Code Orange","Caroline B. Cooney",3.63,5889,"eng",200,2005,"Delacorte Press","Juvenile Fiction",693,"Young Adult and Children Fiction"
"Arrowsmith","Sinclair Lewis/E.L. Doctorow",3.82,5889,"eng",428,1953,"Harcourt Brace Jovanovich","Fiction",300,"Fiction"
"The Stories of Vladimir Nabokov","Vladimir Nabokov",4.3,5889,"eng",685,1996,"Vintage","Fiction",183,"Fiction"
"Rain of Gold","Victor Villaseñor",4.48,5880,"eng",576,1992,"Delta","Biography & Autobiography",618,"Biography & Autobiography"
"The Plague Dogs","Richard  Adams",3.85,5875,"eng",390,2006,"Ballantine Books","Fiction",401,"Fiction"
"Thin Air (Weather Warden  #6)","Rachel Caine",3.96,5875,"eng",307,2007,"Roc","Fiction",182,"Fiction"
"My Secret: A PostSecret Book","Frank Warren",4.34,5874,"en-GB",144,2006,"William Morrow","Antiques & Collectibles",281,"Arts & Culture"
"Oh Say Can You Say?","Dr. Seuss",4.01,5868,"eng",36,2005,"London : Collins  2004.","Children's stories",162,"Young Adult and Children Fiction"
"InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1)","Rumiko Takahashi",4.36,5862,"eng",206,2004,"VIZ Media LLC","Comics & Graphic Novels",55,"Other"
"Where There's Smoke","Sandra Brown",3.97,5861,"eng",512,1994,"Grand Central Publishing (Formerly Warner Books)","Fiction",230,"Fiction"
"First Love","Ivan Turgenev/Constance Garnett",3.78,5856,"eng",124,2004,"Melville House Publishing","Fiction",310,"Fiction"
"Exclusive","Sandra Brown",3.97,5852,"eng",496,1997,"Grand Central Publishing","Fiction",342,"Fiction"
"Roughing It","Mark Twain/Henry B. Wonham",3.89,5846,"eng",560,2003,"Pocket Books","Fiction",494,"Fiction"
"Candy","Luke Davies",4.09,5838,"en-US",304,1998,"Ballantine Books","Fiction",301,"Fiction"
"Pan","Knut Hamsun/Sverre Lyngstad",3.9,5833,"eng",181,1998,"Penguin Classics","Fiction",255,"Fiction"
"Roc and a Hard Place (Xanth #19)","Piers Anthony",3.75,5832,"en-US",344,1996,"Tor Books","Fiction",36,"Fiction"
"Marcovaldo","Italo Calvino/William Weaver",3.89,5813,"eng",128,1983,"Mariner Books","Fiction",276,"Fiction"
"Love Poems and Sonnets","William Shakespeare",4.34,5808,"eng",160,1957,"Doubleday Books","Drama",64,"Arts & Culture"
"An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It","Al Gore",3.77,5783,"eng",328,2006,"Rodale Books","Science",433,"Technology, Science & Animals"
"The Poisonwood Bible","Barbara Kingsolver",4.06,5773,"eng",546,1999,"Harper Perennial","Fiction",828,"Fiction"
"The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings)","Terry Pratchett",4.07,5761,"eng",502,2003,"HarperCollins","Juvenile Fiction",191,"Young Adult and Children Fiction"
"Fahrenheit 451","Ray Bradbury",3.99,5733,"eng",186,2004,"Del Rey","Book burning",606,"History & Historical Fiction"
"The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics","Elaine Pagels",3.9,5729,"eng",240,1996,"Vintage","Religion",209,"Religious & Spiritual"
"The Panda's Thumb: More Reflections in Natural History","Stephen Jay Gould",4.11,5726,"eng",343,1992,"W. W. Norton  Company","Science",75,"Technology, Science & Animals"
"Stinger","Robert R. McCammon",3.87,5725,"en-US",538,1988,"Pocket Books","Fiction",147,"Fiction"
"Naked Economics: Undressing the Dismal Science","Charles Wheelan",4.03,5719,"eng",288,2003,"W. W. Norton  Company","Business & Economics",484,"Education, Business & Economics"
"The Van (The Barrytown Trilogy  #3)","Roddy Doyle",3.94,5718,"eng",320,1997,"Penguin Books","Fiction",164,"Fiction"
"The Meanest Doll in the World (Doll People  #2)","Ann M. Martin/Laura Godwin/Brian Selznick",3.96,5717,"en-GB",304,2005,"Little  Brown Books for Young Readers","Juvenile Fiction",417,"Young Adult and Children Fiction"
"The Complete Short Stories of Mark Twain","Mark Twain/Charles Neider",4.28,5710,"eng",848,1984,"Bantam Classics","Fiction",142,"Fiction"
"What The Lady Wants","Jennifer Crusie",3.64,5707,"eng",256,2002,"MIRA","Fiction",243,"Fiction"
"Tempest (Star Wars: Legacy of the Force  #3)","Troy Denning",3.82,5704,"eng",400,2006,"Del Rey","Fiction",94,"Fiction"
"Coming Into the Country","John McPhee",4.22,5704,"eng",448,1991,"Farrar  Straus and Giroux","Nature",261,"Technology, Science & Animals"
"Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1)","James Luceno",3.84,5701,"eng",370,2005,"Del Rey Books","Fiction",215,"Fiction"
"Not Your Mother's Slow Cooker Cookbook","Beth Hensperger/Julie Kaufmann",3.78,5695,"en-US",520,2004,"Harvard Common Press","Cooking",87,"Health, Personal Development & Relationships"
"James Herriot's Dog Stories","James Herriot/Victor G. Ambrus",4.4,5692,"eng",464,2006,"St. Martin's Griffin","Pets",214,"Technology, Science & Animals"
"The Battle for God: A History of Fundamentalism","Karen Armstrong",3.93,5677,"eng",480,2001,"Ballantine Books","Religion",254,"Religious & Spiritual"
"Wolfskin (Saga of the Light Isles  #1)","Juliet Marillier",4.01,5653,"eng",544,2004,"Tor Books","Fiction",225,"Fiction"
"The Dance of the Dissident Daughter","Sue Monk Kidd",3.95,5645,"eng",256,2002,"HarperOne","Religion",603,"Religious & Spiritual"
"Laura: The Life of Laura Ingalls Wilder","Donald Zochert",4.12,5628,"en-GB",241,1977,"Avon","Biography & Autobiography",125,"Biography & Autobiography"
"Whirlwind (Asian Saga  #6)","James Clavell",3.82,5626,"eng",1231,1999,"Morrow","Fiction",164,"Fiction"
"Rachel & Leah (Women of Genesis  #3)","Orson Scott Card",3.85,5618,"en-GB",368,2005,"Forge Books","Fiction",514,"Fiction"
"Goddess of Light (Goddess Summoning  #3)","P.C. Cast",4.04,5594,"eng",355,2005,"Berkley","Fiction",213,"Fiction"
"Market Forces","Richard K. Morgan",3.59,5593,"eng",464,2005,"Ballantine Books","Fiction",264,"Fiction"
"The Wild Trees: A Story of Passion and Daring","Richard   Preston",4.09,5588,"eng",294,2007,"Random House (NY)","Nature",942,"Technology, Science & Animals"
"Oath of Swords (War God  #1)","David Weber",4.01,5582,"en-US",576,2006,"Baen","Fiction",128,"Fiction"
"The Dain Curse","Dashiell Hammett",3.83,5558,"eng",256,2002,"Orion","Continental Op (Fictitious character)",268,"Fantasy & Science Fiction"
"The Talisman Ring","Georgette Heyer",4.02,5550,"eng",268,2005,"Arrow","Great Britain",478,"Travel & Places"
"Across the River and into the Trees","Ernest Hemingway",3.33,5546,"eng",272,1998,"Scribner","Fiction",342,"Fiction"
"Minion (Vampire Huntress  #1)","L.A. Banks",3.44,5531,"eng",286,2004,"St. Martin's Paperback","Fiction",493,"Fiction"
"Farmer Giles of Ham","J.R.R. Tolkien/Christina Scull/Wayne G. Hammond",3.85,5526,"eng",127,1999,"Houghton Mifflin Harcourt","Fiction",225,"Fiction"
"The Ladies' Paradise","Émile Zola/Robin Buss/Brian  Nelson",3.99,5525,"eng",438,2008,"Oxford University Press","Fiction",342,"Fiction"
"The Bald Soprano and Other Plays","Eugène Ionesco/Donald M. Allen",4.04,5524,"eng",160,1994,"Grove Press","Drama",106,"Arts & Culture"
"The Titan's Curse (Percy Jackson and the Olympians  #3)","Rick Riordan",4.35,5521,"eng",312,2007,"Miramax Books","Juvenile Fiction",773,"Young Adult and Children Fiction"
"Catch-22","Joseph Heller",3.98,5517,"eng",519,1994,"Vintage","Fiction",452,"Fiction"
"Nanny Ogg's Cookbook","Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby",4,5517,"eng",176,2001,"Corgi","Fiction",143,"Fiction"
"Season of the Machete","James Patterson",3.25,5512,"eng",341,1995,"Vision","Fiction",227,"Fiction"
"Oh My Stars","Lorna Landvik",3.89,5500,"eng",416,2006,"Ballantine Books","Fiction",514,"Fiction"
"Goddess of the Rose (Goddess Summoning  #4)","P.C. Cast",4.14,5499,"eng",345,2006,"Berkley Sensation","Fiction",248,"Fiction"
"Isaac Newton","James Gleick",3.84,5495,"eng",288,2004,"Vintage","Biography & Autobiography",324,"Biography & Autobiography"
"Leonardo's Swans","Karen Essex",3.72,5473,"eng",351,2007,"Anchor Books","Fiction",230,"Fiction"
"Purple Cane Road (Dave Robicheaux  #11)","James Lee Burke",4.15,5467,"en-US",387,2001,"Dell","Fiction",246,"Fiction"
"The Gap Into Power: A Dark and Hungry God Arises (Gap  #3)","Stephen R. Donaldson",4.08,5460,"eng",518,2009,"Spectra","Fiction",89,"Fiction"
"As Nature Made Him: The Boy Who Was Raised as a Girl","John Colapinto",3.97,5456,"eng",320,2001,"Harper Perennial","Medical",619,"Technology, Science & Animals"
"Winterdance: The Fine Madness of Running the Iditarod","Gary Paulsen",4.26,5437,"eng",272,1995,"Mariner Books","Pets",830,"Technology, Science & Animals"
"Justine (The Alexandria Quartet #1)","Lawrence Durrell",3.89,5428,"eng",253,1991,"Penguin Books","Fiction",542,"Fiction"
"Caesar's Women (Masters of Rome  #4)","Colleen McCullough",4.25,5423,"eng",943,1997,"Avon","Fiction",157,"Fiction"
"The Wanting Seed","Anthony Burgess",3.71,5423,"en-US",288,1996,"W. W. Norton  Company","Fiction",293,"Fiction"
"Man Walks Into a Room","Nicole Krauss",3.33,5422,"eng",248,2003,"Anchor Books","Fiction",554,"Fiction"
"The Brotherhood of the Rose (Mortalis  #1)","David Morrell",4.14,5422,"eng",416,1992,"Headline Book Publishing","",163,"Other"
"A Crack in the Edge of the World","Simon Winchester",3.78,5413,"eng",419,2006,"Harper Perennial","History",499,"History & Historical Fiction"
"Obasan","Joy Kogawa",3.64,5407,"eng",320,1993,"Anchor Books","Fiction",368,"Fiction"
"The Secret Lives of Men and Women: A PostSecret Book","Frank Warren",4.37,5406,"en-GB",144,2007,"William Morrow","Self-Help",237,"Health, Personal Development & Relationships"
"Night Falls Fast: Understanding Suicide","Kay Redfield Jamison",4.1,5382,"eng",432,2000,"Vintage","",224,"Other"
"My Gal Sunday","Mary Higgins Clark",3.57,5355,"en-US",206,2003,"Pocket Books","Fiction",183,"Fiction"
"Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market","Eric Schlosser",3.78,5330,"eng",352,2004,"Mariner Books","Business & Economics",353,"Education, Business & Economics"
"Lila: An Inquiry Into Morals (Phaedrus  #2)","Robert M. Pirsig",3.78,5317,"eng",480,1992,"Bantam","Education",291,"Education, Business & Economics"
"Lafcadio  the Lion Who Shot Back","Shel Silverstein",4.15,5308,"eng",112,2013,"HarperCollins","Juvenile Fiction",307,"Young Adult and Children Fiction"
"Emotionally Weird","Kate Atkinson",3.45,5308,"eng",368,2001,"Picador","Fiction",482,"Fiction"
"Easy Riders  Raging Bulls","Peter Biskind",4.12,5305,"eng",512,1999,"Simon  Schuster","Performing Arts",341,"Arts & Culture"
"Amelia's Notebook (Amelia's Notebooks  #1)","Marissa Moss",4.01,5305,"eng",40,2006,"Simon  Schuster/Paula Wiseman Books","Juvenile Fiction",166,"Young Adult and Children Fiction"
